1.515083484607804731e+00,1.090838131118309295e+00,1.602463902576895860e+00,1.200552426614901247e+00,1.889998845910372038e+00,1.762025191745973052e+00,1.446993208330048075e+00,1.154071102734298915e+00,1.734963013260341747e+00,1.365742306092464942e+00,1.068954655280779376e+00,1.236015945529610693e+00,1.416004008383317414e+00,1.414450010524764600e+00,1.369277890586451552e+00,1.150373798105626122e+00,1.133326679225891143e+00,1.610366912464022970e+00,1.414109082670051976e+00,1.586240684767586950e+00,1.612988893237087495e+00,1.305905433253986558e+00,1.596027838186735881e+00,1.703795458030574972e+00,1.381596998379662988e+00,1.327699378362313443e+00,1.845051735545378602e+00,1.628199696007130104e+00,1.529285119369386603e+00,1.408806794470278456e+00,1.159149085045774852e+00,1.192937951994130330e+00
1.755020967441731639e+00,1.547230980831181713e+00,1.769889544918149538e+00,1.271782242688179076e+00,1.114059730607879217e+00,1.895593492946912484e+00,1.036087783171562471e+00,1.474080857686631774e+00,1.480340717516050120e+00,1.470357851733411270e+00,1.293327693095175812e+00,1.497561014766493059e+00,1.003942751037270043e+00,1.802768682375942344e+00,1.533861745494301987e+00,1.381850737333193191e+00,1.694610499512390511e+00,1.783653235600356046e+00,1.242464425160701325e+00,1.144152504088335576e+00,1.625186548760633620e+00,1.524863784996011606e+00,1.391804100974150860e+00,1.284120657996498993e+00,1.471387111709010043e+00,1.198940854804046996e+00,1.982059976978589377e+00,1.080897381864788453e+00,1.464519812807423049e+00,1.341816672011605593e+00,1.976519714704975339e+00,1.093741945833080376e+00
1.650561702083954474e+00,1.834042600806700340e+00,1.364223116164286376e+00,1.928187340534127658e+00,1.477291851858724137e+00,1.329147950630755082e+00,1.833000865019037029e+00,1.031952964550379992e+00,1.821905908598683066e+00,1.560605073141354771e+00,1.780797349955169917e+00,1.668498549268160769e+00,1.609262377352416618e+00,1.696369982046652236e+00,1.802126434457183901e+00,1.180123940250450865e+00,1.009411260239340358e+00,1.689100226749161715e+00,1.797330376506979688e+00,1.851356235707658282e+00,1.892985699441389169e+00,1.063362895342010894e+00,1.165105028407321441e+00,1.352919528813513406e+00,1.170370875376030018e+00,1.538851746809296817e+00,1.329127268000663387e+00,1.995382679009440441e+00,1.134302624404677662e+00,1.013965960471866490e+00,1.378167638295142439e+00,1.563980733548304691e+00
1.550903066623975590e+00,1.937254038024720071e+00,1.195952077250355572e+00,1.548067065660248431e+00,1.781107041481609254e+00,1.252059706344363477e+00,1.319020004853633132e+00,1.702174889742508856e+00,1.771820285181474386e+00,1.285666049374926789e+00,1.330130056094800839e+00,1.443939269410029258e+00,1.650435512535800564e+00,1.450161263274391210e+00,1.058652500001769248e+00,1.278083591552928944e+00,1.537558827566299691e+00,1.981638993472353061e+00,1.093985447014453882e+00,1.671984362997376294e+00,1.626922505501339877e+00,1.410267718035844720e+00,1.354526234421366215e+00,1.560340223652526115e+00,1.521542821861218364e+00,1.576424656062950458e+00,1.110644904897493568e+00,1.420244684359010856e+00,1.383406844693058746e+00,1.299207130871395943e+00,1.652775490365214761e+00,1.700264523044262344e+00
1.491878123886229535e+00,1.781647552913214527e+00,1.398651946748795893e+00,1.416508792192466171e+00,1.673832175466539285e+00,1.382637270135351315e+00,1.976037712828441206e+00,1.587423436562463097e+00,1.876271573878603327e+00,1.225900802306567616e+00,1.780120757117903851e+00,1.921603728798381372e+00,1.692890365730873814e+00,1.015485519318941154e+00,1.102495243825106108e+00,1.107300188998217916e+00,1.508980849642531208e+00,1.216773601867191523e+00,1.746817003320858763e+00,1.497436869045623453e+00,1.692030821372841221e+00,1.329831464781165762e+00,1.866761569657829467e+00,1.694334500256226672e+00,1.027544829437152529e+00,1.589935725344614248e+00,1.327407795402256507e+00,1.305493389868132459e+00,1.154055484329383097e+00,1.964971881960450695e+00,1.480609367618122452e+00,1.963716464655743010e+00
1.039303066745176807e+00,1.643864202321100532e+00,1.229544403676317899e+00,1.085724765535794667e+00,1.030087824401408891e+00,1.879825802031161341e+00,1.175591081672399563e+00,1.721829049446004012e+00,1.835084282832400326e+00,1.285859072227480748e+00,1.386747049349638106e+00,1.359600454290536220e+00,1.990526228715227441e+00,1.724343800715852915e+00,1.000292698857473628e+00,1.202058468749793718e+00,1.330383034240682605e+00,1.698073226399363644e+00,1.367460759611285548e+00,1.912032156614420719e+00,1.493908176031476520e+00,1.580829703287422783e+00,1.681092094503006118e+00,1.531586308165008514e+00,1.977288170323133754e+00,1.078804602237096066e+00,1.672647044068446220e+00,1.332981636656657143e+00,1.572057801260370535e+00,1.805240026682916277e+00,1.775509737984712455e+00,1.556693675300759416e+00
1.023688953279243252e+00,1.353432977059442877e+00,1.527381701961791904e+00,1.195628355137150045e+00,1.504802124089845705e+00,1.045464286673739585e+00,1.498279189768015218e+00,1.728882009530349428e+00,1.381763359915525236e+00,1.514693157331332252e+00,1.365595396701939634e+00,1.051114191169489231e+00,1.154414567155223725e+00,1.098695077761484562e+00,1.251611697526606726e+00,1.523251734391324996e+00,1.412559543959165609e+00,1.793316470641949989e+00,1.959983477549846587e+00,1.951645022181596190e+00,1.032180542007585800e+00,1.113881784346833381e+00,1.036860489405370789e+00,1.147395543282786257e+00,1.023510734190042903e+00,1.650331046540726154e+00,1.989921719737570038e+00,1.649627892271727791e+00,1.197435635514450425e+00,1.725808149922393842e+00,1.508139464447129541e+00,1.508915374089399020e+00
1.057733336370544563e+00,1.947084454023892297e+00,1.366167938810033400e+00,1.085333476111733475e+00,1.569456406808537263e+00,1.455879834868580192e+00,1.800352324112238112e+00,1.038844159996866967e+00,1.917039214125318303e+00,1.138031299597174861e+00,1.588798269375914618e+00,1.183000848240179703e+00,1.950645360408500562e+00,1.436377617629947423e+00,1.415138215063284743e+00,1.065212899937411528e+00,1.512147803262140489e+00,1.657544366957107496e+00,1.803055168056502566e+00,1.795917641599179770e+00,1.076096755045885089e+00,1.333802588319869642e+00,1.524432648630155818e+00,1.264517483991710822e+00,1.309366481966667273e+00,1.865471679203828392e+00,1.751368812915781614e+00,1.822990802415225264e+00,1.245891931702868050e+00,1.951555676016774932e+00,1.471767539130053537e+00,1.552046055270458691e+00
1.392470112908299029e+00,1.802451807773091552e+00,1.859993617143242517e+00,1.540482150652198401e+00,1.470472436807602978e+00,1.852210584207028443e+00,1.819914058345348140e+00,1.847221295622615722e+00,1.652321311498420320e+00,1.202764079844639289e+00,1.148111028659160926e+00,1.794447383637017168e+00,1.533296720655858758e+00,1.971379251947035005e+00,1.111718266537368383e+00,1.320648974329595493e+00,1.331100514202363971e+00,1.111121887282266130e+00,1.498890933819987392e+00,1.976890957833507212e+00,1.950757983152788810e+00,1.562267125882248031e+00,1.792020699609079060e+00,1.983390637638043907e+00,1.068608892975842384e+00,1.651397100739162127e+00,1.959952536637166176e+00,1.238185953882055657e+00,1.355225769550030046e+00,1.706878572400047922e+00,1.177015747588523009e+00,1.540642311796116992e+00
1.796423871034727116e+00,1.394723569930830465e+00,1.448218558911880560e+00,1.629547248083229150e+00,1.142833603109168372e+00,1.841902831642446392e+00,1.039141789773929236e+00,1.687029128443576997e+00,1.825873509557512264e+00,1.848450615439332534e+00,1.749286800177781487e+00,1.065808340867139936e+00,1.076687812846506498e+00,1.926875308457581593e+00,1.305739060961034204e+00,1.723245788008851864e+00,1.150006341825907885e+00,1.174658187449636682e+00,1.781260398803063749e+00,1.699916415278173609e+00,1.595232656592708409e+00,1.113323013005691031e+00,1.056813044493961407e+00,1.372208460236087779e+00,1.851400111291106487e+00,1.019560641261567424e+00,1.417911370171383689e+00,1.771838031201116825e+00,1.335814662996608781e+00,1.653991281061265806e+00,1.134930360533279892e+00,1.025609417398741119e+00
