1.155244904319072452e+00,1.393597262453108332e+00,1.287326131768756543e+00,1.198450438631677439e+00,1.454274187629772452e+00,1.911553237035652053e+00,1.621064172907045631e+00,1.085048789271965575e+00,1.159892880892218869e+00,1.739699777487561771e+00,1.897588360335352720e+00,1.378026317160370606e+00,1.585886629146775917e+00,1.159865372354320634e+00,1.720468551004311397e+00,1.546958501603156844e+00,1.224158571742618218e+00,1.705840928500080622e+00,1.392424039718779927e+00,1.442696902660328462e+00,1.287750311992605923e+00,1.609708966521314677e+00,1.311535000420049002e+00,1.078573068053855444e+00,1.747415550614315194e+00,1.837224685402622626e+00,1.426947256890830573e+00,1.104648348636966482e+00,1.838386362645210159e+00,1.923206358908649438e+00,1.808064145306716775e+00,1.051106392487763497e+00,1.065161810160795586e+00,1.485330271193615381e+00,1.029106893371237952e+00,1.228248216156305528e+00,1.970163439530455030e+00,1.065883132691276991e+00,1.033909826792831943e+00,1.302489935799305609e+00,1.530511750515144431e+00,1.312226290302414888e+00,1.902921983337205525e+00,1.322499324000161902e+00,1.309647381464008387e+00,1.384520775462368514e+00,1.606070196409397077e+00,1.101822449436751894e+00,1.836954152000416229e+00,1.681491915438963147e+00,1.214688882701780104e+00,1.343044910851698415e+00,1.520012229308521201e+00,1.634029621822152167e+00,1.057376538927142118e+00,1.052108772790546709e+00,1.569936531646656031e+00,1.131520427237648008e+00,1.605466904804890405e+00,1.032284295763353121e+00,1.935772134222899732e+00,1.113505614805736066e+00,1.005243860114090726e+00,1.765881813274441825e+00
1.097598725445273704e+00,1.087939049878147157e+00,1.806591938646512130e+00,1.921020412082616424e+00,1.984520593636277752e+00,1.195798254829538276e+00,1.789433487007002999e+00,1.545099586250656465e+00,1.787642532027627906e+00,1.100462046313538611e+00,1.424172419781383869e+00,1.859822683031386426e+00,1.213410696307434034e+00,1.759194104067913322e+00,1.826226932599273489e+00,1.690559252949237035e+00,1.037862606215691041e+00,1.442187448745956946e+00,1.288508071555629630e+00,1.376312172102634346e+00,1.164468058397835293e+00,1.298857530264998950e+00,1.954741757150645576e+00,1.199021493516127190e+00,1.248711508570031103e+00,1.251579541105962257e+00,1.512633121041990769e+00,1.677919324962043213e+00,1.884342002885795342e+00,1.601962255911295596e+00,1.872638432034200662e+00,1.195009930728292424e+00,1.799580904921277202e+00,1.274431136488677119e+00,1.637686727095974515e+00,1.900264024943989716e+00,1.110805972748485804e+00,1.814188159000126976e+00,1.497065750196923339e+00,1.154648383328610084e+00,1.782658725618509354e+00,1.000919280525535360e+00,1.854549231204939197e+00,1.964073572290759184e+00,1.062739604266554005e+00,1.916306582318627161e+00,1.733688747793721285e+00,1.397145892260815092e+00,1.520179819757617290e+00,1.924736808778255037e+00,1.602234456224573389e+00,1.928330634531202570e+00,1.467993480241145621e+00,1.484438823267371532e+00,1.412749784691172739e+00,1.761824854294986142e+00,1.616411304495870560e+00,1.773186083873766972e+00,1.349715515534264609e+00,1.742250264790603520e+00,1.269713764319208682e+00,1.571810902064829873e+00,1.871881393444494224e+00,1.520219256857589851e+00
1.668162075701774105e+00,1.857028454854966704e+00,1.263946135914199687e+00,1.675207050801239106e+00,1.420991011946082683e+00,1.063174888333283885e+00,1.452679599624919327e+00,1.661482612540404080e+00,1.954204353307922304e+00,1.236282508106772760e+00,1.103194856274511970e+00,1.921341458097969079e+00,1.062569117235272254e+00,1.161304663290511741e+00,1.742803321961457375e+00,1.240505814889163450e+00,1.328364790310882393e+00,1.872371881376188929e+00,1.966704633522865953e+00,1.715862415650188488e+00,1.050485462689369154e+00,1.703306334344376394e+00,1.424034655517384618e+00,1.340133115132930097e+00,1.963966969305287247e+00,1.993106211389558347e+00,1.065534574445440974e+00,1.222906119142503467e+00,1.383404575434669326e+00,1.928359621505236099e+00,1.923156093800093114e+00,1.958202154410353613e+00,1.606653054098416966e+00,1.535393168363499594e+00,1.248761334104390608e+00,1.522923905392976618e+00,1.083872450497055162e+00,1.236057588597959889e+00,1.578716126123443697e+00,1.308995990556534483e+00,1.984312566040356440e+00,1.408126418436152605e+00,1.084985925568817233e+00,1.247376545370288081e+00,1.162388484291008384e+00,1.709643434822732511e+00,1.934473568238388230e+00,1.088198289612318792e+00,1.358768317499594147e+00,1.336867542483415772e+00,1.942912275828199142e+00,1.042344109965075649e+00,1.219608717254391905e+00,1.612342544899576957e+00,1.659697827727988351e+00,1.644642754399744611e+00,1.152455150029355835e+00,1.722940104505011449e+00,1.202477105079175601e+00,1.875735756183369851e+00,1.988280580458958502e+00,1.756088904473199985e+00,1.291914837097222435e+00,1.941133909566181703e+00
1.107999387991715379e+00,1.472539272703318192e+00,1.144067631109654926e+00,1.832058147310236862e+00,1.773276374586988391e+00,1.915977501921254822e+00,1.325685436580710252e+00,1.629880390521171840e+00,1.695778065101328114e+00,1.279951087725944792e+00,1.439199908356334268e+00,1.610790650353825182e+00,1.464597072698675007e+00,1.651332912368914441e+00,1.616983755766350672e+00,1.116990619486468939e+00,1.837966974610182991e+00,1.975629584961146712e+00,1.535481612584370659e+00,1.242969519232757225e+00,1.457389133014544536e+00,1.306502260386561698e+00,1.054420076034352505e+00,1.494463812786835932e+00,1.017214872474218712e+00,1.461747894732452924e+00,1.718782312378210220e+00,1.252738153098954754e+00,1.410326304104393191e+00,1.250783173751606192e+00,1.961472371596432840e+00,1.791066643115248436e+00,1.860764577653734264e+00,1.879701173668502978e+00,1.146193494776814203e+00,1.964785500666986096e+00,1.104885173303956414e+00,1.155369348396793283e+00,1.956133366006679974e+00,1.855565581074952730e+00,1.538889141303318997e+00,1.065236002577623076e+00,1.704190254693143558e+00,1.244198801171126911e+00,1.548201489958690669e+00,1.864033514330565300e+00,1.819710375548840631e+00,1.018095072310261751e+00,1.715869152588628488e+00,1.752065220554905878e+00,1.958962485047745616e+00,1.698091248606543147e+00,1.964946779842599245e+00,1.553860097506178928e+00,1.654348981101182892e+00,1.719317942026061807e+00,1.874111745770686177e+00,1.718832902530810447e+00,1.289544589095269034e+00,1.281428066375853492e+00,1.466562674379898512e+00,1.445512964872951223e+00,1.815046305932972004e+00,1.400790224279653495e+00
1.216896122509159461e+00,1.180719404374972248e+00,1.554902196293711292e+00,1.187309297830126287e+00,1.671735539984612773e+00,1.880976075143806714e+00,1.642648917446091206e+00,1.357238164847639483e+00,1.409090462252665876e+00,1.505272818346627739e+00,1.165240505698951434e+00,1.004650262376962866e+00,1.139069854931910930e+00,1.054342488544466327e+00,1.136514075772715238e+00,1.598830497075549140e+00,1.982093606711165634e+00,1.079064940751195412e+00,1.914647507917867086e+00,1.113697750943173581e+00,1.707751431149965748e+00,1.714610155835693206e+00,1.452703214468592741e+00,1.362717437255797526e+00,1.614555339536669631e+00,1.361962500724374969e+00,1.590427109964261509e+00,1.247950429243905202e+00,1.918571015069499452e+00,1.523258080603762332e+00,1.331338760681451738e+00,1.545829789391047537e+00,1.818418979578003469e+00,1.626459569663428084e+00,1.215132274825149405e+00,1.595715476788402754e+00,1.167549791131301085e+00,1.945082266706851915e+00,1.855617283331638445e+00,1.728306180827550165e+00,1.148704913502131664e+00,1.189854280492895100e+00,1.489364094990684118e+00,1.865728083141981575e+00,1.519987330468835163e+00,1.033229602370599132e+00,1.333238727308984739e+00,1.534734996590639611e+00,1.062857824267001483e+00,1.527285273104012076e+00,1.133739896620144627e+00,1.468249641821619100e+00,1.552115534937685171e+00,1.453028794005149837e+00,1.074529285712936044e+00,1.623148017418453160e+00,1.061639899387828212e+00,1.694738192526252352e+00,1.636639635542376681e+00,1.188651813757509945e+00,1.766387759195537477e+00,1.574469178226081123e+00,1.935064312153485178e+00,1.842164646615482626e+00
1.898129865186777732e+00,1.082570456107858181e+00,1.580683442529834171e+00,1.677448471510646577e+00,1.176772660467290343e+00,1.823428562513063067e+00,1.716898987879265981e+00,1.187290618652279139e+00,1.423109573335859190e+00,1.023548603044485361e+00,1.747321997880616706e+00,1.077863480556454201e+00,1.708031221504289654e+00,1.945572946563438155e+00,1.606748462318577042e+00,1.909271506687573616e+00,1.891967114413729778e+00,1.174046730796509896e+00,1.920534321095991093e+00,1.973972333182724803e+00,1.248117168492269391e+00,1.468454278377516520e+00,1.448139991579111774e+00,1.775089404440935326e+00,1.894770360670883669e+00,1.514131479203334685e+00,1.454088513886315326e+00,1.503902945177052253e+00,1.006746045328174244e+00,1.743959662798962196e+00,1.295972090086952910e+00,1.373725597177656521e+00,1.955776075340401432e+00,1.099187765578782727e+00,1.526280145695271706e+00,1.214038100958314548e+00,1.819016161567239331e+00,1.752653441481734742e+00,1.364202255833436794e+00,1.612797416669232931e+00,1.626811312187916414e+00,1.469637268808220654e+00,1.722992347373631716e+00,1.217165747750671656e+00,1.618286976549156986e+00,1.631506095421610070e+00,1.088504055848697138e+00,1.438323238203980337e+00,1.041687073401856622e+00,1.571606849988240073e+00,1.918965106646782104e+00,1.862820748219565115e+00,1.428435901255125984e+00,1.894354990333152022e+00,1.836512363227077449e+00,1.615892893353619186e+00,1.693483833958886464e+00,1.139778068837981273e+00,1.787399106730660936e+00,1.143282515347609163e+00,1.032653735472337519e+00,1.421491121565053195e+00,1.764048262521642485e+00,1.718008233321121514e+00
1.897022614921354933e+00,1.424056972401488874e+00,1.979287848910360470e+00,1.897289935995053245e+00,1.862448669073673457e+00,1.906775683079732442e+00,1.304781039092284711e+00,1.857457062534949133e+00,1.210406907371446295e+00,1.284428366789211795e+00,1.133993700503270752e+00,1.967203448881670313e+00,1.813679853785111540e+00,1.862766277824361438e+00,1.450776510232982819e+00,1.109605240683663396e+00,1.128966293828440826e+00,1.455446416198695525e+00,1.876927391129565414e+00,1.024864572215193004e+00,1.323557603369763136e+00,1.880235193114893733e+00,1.820214670391075096e+00,1.274823846722464626e+00,1.935708426221851131e+00,1.925054423382410507e+00,1.551791529182863005e+00,1.687477349344261857e+00,1.794860538350557588e+00,1.156955876180155052e+00,1.126410605724927905e+00,1.027806364252205951e+00,1.377320260581701206e+00,1.220217143067868992e+00,1.522676657666858446e+00,1.289110559161786629e+00,1.168002302166108342e+00,1.376171805145289362e+00,1.346088459306928442e+00,1.330329259352742044e+00,1.394801736851415175e+00,1.417466462248868186e+00,1.829238507378840861e+00,1.443453394898263076e+00,1.627374591259149295e+00,1.744152526714989104e+00,1.118649845855782310e+00,1.394021247804625441e+00,1.070817440958323097e+00,1.773722663237012220e+00,1.689073861315170344e+00,1.262125594734026857e+00,1.454548003046849391e+00,1.835462190350170664e+00,1.325515671311349841e+00,1.793652389694865068e+00,1.010739995177456496e+00,1.737580112046164249e+00,1.967875272595946967e+00,1.423625147990746242e+00,1.816898452141230802e+00,1.518933426791873931e+00,1.467992696807801867e+00,1.731300536315099281e+00
1.035556506943502431e+00,1.699566008514994175e+00,1.740374991400931215e+00,1.634042895643328830e+00,1.827862294453278746e+00,1.195769772203027159e+00,1.043588113630914194e+00,1.416213666434072538e+00,1.224379536158090698e+00,1.968112043502969755e+00,1.470776339204818317e+00,1.679354691448957659e+00,1.809334211949994220e+00,1.183671764784081315e+00,1.616249753999443595e+00,1.074040944716683210e+00,1.695380520193168872e+00,1.356058573621521823e+00,1.025001368039558880e+00,1.977997758504400849e+00,1.644946243571858702e+00,1.602394058528365361e+00,1.970675313287770347e+00,1.437839075926049759e+00,1.837612489439230057e+00,1.273079477126918935e+00,1.717353415052798260e+00,1.207014957545677447e+00,1.941362972014181620e+00,1.576151290186274645e+00,1.620814130497814087e+00,1.289732010182991218e+00,1.396544132976281105e+00,1.233464324199201823e+00,1.838192393428270455e+00,1.968168961167819697e+00,1.468536752774718401e+00,1.874897073868906805e+00,1.250199265185114594e+00,1.409368792920732139e+00,1.379933982615655363e+00,1.222066490233315594e+00,1.508803428415351977e+00,1.498392024286110846e+00,1.674413970434534882e+00,1.349936986559450380e+00,1.251141675932543773e+00,1.392842667884630181e+00,1.163701563088675783e+00,1.167252116250720562e+00,1.888107568932289926e+00,1.184061232971178601e+00,1.905005608839770215e+00,1.412457224173272685e+00,1.542719962977034953e+00,1.736139745105029997e+00,1.063232388716208066e+00,1.427980332263246943e+00,1.737919190880994336e+00,1.005403317214878633e+00,1.766209930076635626e+00,1.167674810944774766e+00,1.210460860701146668e+00,1.008225228072488378e+00
1.643432609103046227e+00,1.413628104333729318e+00,1.526194065670769096e+00,1.072179936071574247e+00,1.161121050838587410e+00,1.015564476531731763e+00,1.137638409077768031e+00,1.122970391871523477e+00,1.266195871214265134e+00,1.777779160554792126e+00,1.946667087698242815e+00,1.108056004786382331e+00,1.109042036222659622e+00,1.847173990647662301e+00,1.358785472177337583e+00,1.612475219425540729e+00,1.066648206103387286e+00,1.196967076942639929e+00,1.382509537609687200e+00,1.434833224233217130e+00,1.050853925401481703e+00,1.168305168650902504e+00,1.277204308297787083e+00,1.379110954103207387e+00,1.796357611481711247e+00,1.704977591263870274e+00,1.984545244732047742e+00,1.992661329674737081e+00,1.435718506357724689e+00,1.989308554203638169e+00,1.160512171795964331e+00,1.906542875148159899e+00,1.390508698820997147e+00,1.431144920030815504e+00,1.491858908996605670e+00,1.435050751617134246e+00,1.122685175589740902e+00,1.441230969761597924e+00,1.950518283611167636e+00,1.525474915582262891e+00,1.980777600046779385e+00,1.933224587519803972e+00,1.293942487188393775e+00,1.533070119254430264e+00,1.905091870378536001e+00,1.938180536630904394e+00,1.039761143380751651e+00,1.104393512987867254e+00,1.745867894380475960e+00,1.541509235431615998e+00,1.400377806630171307e+00,1.814975867268671550e+00,1.054253370288226854e+00,1.590842201518194887e+00,1.260444268646153665e+00,1.683721856903741099e+00,1.465773136381536279e+00,1.620365599223495767e+00,1.941994764966059606e+00,1.098429962955338901e+00,1.562399357062026706e+00,1.776733014977360803e+00,1.325641298123688916e+00,1.536713855378458060e+00
1.507069540201884772e+00,1.157638880318768715e+00,1.306670521939964358e+00,1.679997342354030643e+00,1.191656542404259334e+00,1.836855037404300006e+00,1.475966328292085628e+00,1.905278201899014867e+00,1.563481402971648837e+00,1.791572366301252828e+00,1.088706232681832198e+00,1.602205159710219373e+00,1.268722916716901850e+00,1.526413858993039385e+00,1.185970942787632598e+00,1.453097021548618528e+00,1.311348878737679691e+00,1.761467359549781619e+00,1.251642948090919472e+00,1.186908205242671155e+00,1.163689922170963342e+00,1.536215347488403493e+00,1.893840274072842833e+00,1.884987845692478237e+00,1.627409345699811105e+00,1.770365621573718906e+00,1.763720582739743747e+00,1.146249984978093384e+00,1.815550222121457002e+00,1.023501445664894982e+00,1.456314363708844928e+00,1.497415794608029316e+00,1.989797567083923191e+00,1.895935061691814694e+00,1.731874244812627195e+00,1.758826314327860185e+00,1.209223012590576740e+00,1.839257046364948467e+00,1.071085523822382424e+00,1.645375787904899134e+00,1.136891374459513049e+00,1.935390687481253646e+00,1.634899415799462741e+00,1.475183478472923415e+00,1.619864763770761495e+00,1.502900540760278680e+00,1.027859868459962911e+00,1.384749832911796208e+00,1.474649287523423613e+00,1.735686226041984304e+00,1.573933329376712820e+00,1.742802992830788877e+00,1.428078371874584640e+00,1.655530923425183154e+00,1.150244035700143996e+00,1.627956070969037494e+00,1.087570675641121642e+00,1.386473647141159171e+00,1.202664374219265531e+00,1.510207816189512720e+00,1.087194147915702791e+00,1.810452173368307438e+00,1.585094473743161370e+00,1.881621350860600561e+00
